CredibleSet	variant	AllCellTypes	TargetGenes	TopGene	chr	start	end	nSNP	AnyCoding	AnyPromoter	AnySpliceSite	Trait	Source	LocusID	BestSNPPos	BestSNP	BestSNPNearestGene	CodingVariantGene	SpliceSiteVariantGene	PromoterVariantGene
CAD_Harst2017-rs2246942	rs1332328	MCF10A_treated_with_TAM24hr-Ji2017,CD8-positive_alpha-beta_T_cell-ENCODE,CD3-positive_T_cell-Roadmap,HCT116-AID_ENCODE_DHS_untreated,CD56-positive_natural_killer_cells-Roadmap,fibroblast_of_dermis-ENCODE,CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016,TeloHAEC_IL1b,iPS_DF_19.11-ENCODE,Eahy926_VEGF,HCT116-ENCODE,MM.1S-ENCODE,OCI-LY7-ENCODE,spinal_cord_fetal-ENCODE,HepG2-Roadmap,placenta-Roadmap,myotube-ENCODE,PC-9-ENCODE,trophoblast_cell-ENCODE,Eahy926_TNF,Adipocyte-Claussnitzer_d2,LoVo,adrenal_gland_fetal-Roadmap,psoas_muscle-Roadmap,TeloHAEC_TNF,CD34-positive_mobilized-Roadmap,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,pancreatic-acinar-cell-AMP,CD19-positive_B_cell-Roadmap,brite_adipose-Loft2014,HCT116-AID_ENCODE_DHS_Auxin6hr,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,Adipocyte-Claussnitzer_d0,thymus_fetal-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,MCF10A-Ji2017,bipolar_neuron_from_iPSC-ENCODE,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,adrenal_gland_fetal-ENCODE,GM12878-Roadmap,placenta-ENCODE,TeloHAEC_VEGF,CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016,keratinocyte-Roadmap,mammary_epithelial_cell-ENCODE,stomach_fetal-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,large_intestine_fetal-ENCODE,keratinocyte-ENCODE,Karpas-422-ENCODE,T-cell-ENCODE,TeloHAEC_Ctrl,CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016,hepatocyte-ENCODE	LIPA	LIPA	chr10	91002804	91011458	11	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2246942	91002804	rs1412445	LIPA	NA	NA	NA
CAD_Harst2017-rs2246942	rs2246833	Karpas-422-ENCODE,Karpas-422-ENCODE,B_cell-ENCODE,B_cell-ENCODE	LIPA	LIPA	chr10	91002804	91011458	11	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2246942	91002804	rs1412445	LIPA	NA	NA	NA
CAD_Harst2017-rs2246942	rs2250644	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016,CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016,CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	IFIT1,LIPA	LIPA	chr10	91002804	91011458	11	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2246942	91002804	rs1412445	LIPA	NA	NA	NA
CAD_Harst2017-rs2246942	rs1412444	THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,CD14-positive_monocyte-ENCODE,CD14-positive_monocyte-ENCODE,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,CD14-positive_monocyte-Roadmap,CD14-positive_monocyte-ENCODE,induced_pluripotent_stem_cell-ENCODE,induced_pluripotent_stem_cell-ENCODE,CD14-positive_monocyte-ENCODE,CD14-positive_monocyte-Roadmap,induced_pluripotent_stem_cell-ENCODE,induced_pluripotent_stem_cell-ENCODE,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,CD14-positive_monocyte-Roadmap,CD14-positive_monocyte-ENCODE,THP-1_macrophage-VanBortle2017,GM12878-ENCODE,iPS_DF_19.11-ENCODE,iPS_DF_19.11-ENCODE,THP-1_macrophage-VanBortle2017,GM12878-ENCODE,induced_pluripotent_stem_cell-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,liver-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,CD14-positive_monocyte-Roadmap,induced_pluripotent_stem_cell-ENCODE,CD14-positive_monocyte-ENCODE,spleen-ENCODE,liver-ENCODE,spleen-ENCODE,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017,THP-1_macrophage-VanBortle2017	ACTA2,CH25H,FAS,IFIT1,IFIT1B,IFIT2,IFIT3,IFIT5,LIPA,PANK1,STAMBPL1	LIPA	chr10	91002804	91011458	11	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2246942	91002804	rs1412445	LIPA	NA	NA	NA
CAD_Harst2017-rs2258287	rs2258287	Adipocyte-Claussnitzer_d2,endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	C12orf43	C12orf43	chr12	121431225	121455873	13	TRUE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2258287	121431225	rs1169300	HNF1A	HNF1A	NA	C12orf43
CAD_Harst2017-rs2258287	rs1169279	K562-Roadmap,K562-Roadmap	C12orf43,OASL	C12orf43	chr12	121431225	121455873	13	TRUE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2258287	121431225	rs1169300	HNF1A	HNF1A	NA	C12orf43
CAD_Harst2017-rs2681472	rs11105353	HT29,LoVo,HT29,LoVo,LNCAP,LNCAP,LNCAP,LNCAP,LNCAP,LNCAP	ATP2B1,GALNT4,POC1B,POC1B-GALNT4	ATP2B1	chr12	89942390	90090867	22	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2681472	89942390	rs11105328	POC1B,POC1B-GALNT4	NA	NA	NA
CAD_Harst2017-rs2681472	rs11105354	HT29,LoVo,LNCAP,HepG2-Roadmap,LNCAP,HepG2-Roadmap,LNCAP,HepG2-Roadmap	ATP2B1,GALNT4,POC1B,POC1B-GALNT4	ATP2B1	chr12	89942390	90090867	22	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2681472	89942390	rs11105328	POC1B,POC1B-GALNT4	NA	NA	NA
CAD_Harst2017-rs2681472	rs11105352	HT29,LoVo,LoVo,HT29,LNCAP,LNCAP,LNCAP,LNCAP,LNCAP,LNCAP	ATP2B1,GALNT4,POC1B,POC1B-GALNT4	ATP2B1	chr12	89942390	90090867	22	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2681472	89942390	rs11105328	POC1B,POC1B-GALNT4	NA	NA	NA
CAD_Harst2017-rs2820315	rs2644109	foreskin_fibroblast-Roadmap,TeloHAEC_VEGF,CD19-positive_B_cell-Roadmap	IPO9	IPO9	chr1	201787940	201884952	31	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2820315	201787940	rs2678210	NAV1,IPO9-AS1	SHISA4;LMOD1	NA	NA
CAD_Harst2017-rs2820315	rs2644107	endothelial_cell_of_umbilical_vein-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,PC-9-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap	ARL8A,GPR37L1,IPO9,LMOD1,RNPEP,SHISA4,TIMM17A	IPO9	chr1	201787940	201884952	31	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2820315	201787940	rs2678210	NAV1,IPO9-AS1	SHISA4;LMOD1	NA	NA
CAD_Harst2017-rs2820315	rs8028	adipose_tissue-ENCODE,MM.1S-ENCODE,adipose_tissue-ENCODE,MM.1S-ENCODE,adipose_tissue-ENCODE,MM.1S-ENCODE,adipose_tissue-ENCODE	LMOD1,RNPEP,SHISA4,TIMM17A	SHISA4	chr1	201787940	201884952	31	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2820315	201787940	rs2678210	NAV1,IPO9-AS1	SHISA4;LMOD1	NA	NA
CAD_Harst2017-rs2820315	rs2820315	sigmoid_colon-ENCODE,sigmoid_colon-ENCODE,sigmoid_colon-ENCODE	LMOD1,SHISA4,TIMM17A	SHISA4	chr1	201787940	201884952	31	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2820315	201787940	rs2678210	NAV1,IPO9-AS1	SHISA4;LMOD1	NA	NA
CAD_Harst2017-rs2820315	rs2820314	sigmoid_colon-ENCODE,sigmoid_colon-ENCODE,sigmoid_colon-ENCODE	LMOD1,SHISA4,TIMM17A	SHISA4	chr1	201787940	201884952	31	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2820315	201787940	rs2678210	NAV1,IPO9-AS1	SHISA4;LMOD1	NA	NA
CAD_Harst2017-rs2832227	rs12626758	HT29	BACH1	BACH1	chr21	30519457	30596186	35	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2832227	30519457	rs12627426	MAP3K7CL	NA	NA	LINC00189
CAD_Harst2017-rs2832227	rs2056864	spinal_cord_fetal-ENCODE,CD34-positive_mobilized-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,HeLa-S3-Roadmap,astrocyte-Roadmap,CD14-positive_monocyte-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,Eahy926_Ctrl,TeloHAEC_IL1b,CD14-positive_monocytes-Roadmap,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,CD4-positive_helper_T_cell-ENCODE,GM12878-ENCODE,astrocyte-ENCODE,MCF-7-ENCODE,myotube-ENCODE,HeLa-S3-ENCODE,CD14-positive_monocyte-Roadmap,Panc1-ENCODE,TeloHAEC_Ctrl,PC-9-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,CD4-positive_helper_T_cell-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,CD14-positive_monocyte-ENCODE,MCF-7-ENCODE,CD14-positive_monocyte-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,CD34-positive_mobilized-Roadmap,PC-9-ENCODE,Eahy926_Ctrl,TeloHAEC_IL1b,HeLa-S3-Roadmap,CD14-positive_monocytes-Roadmap,myotube-ENCODE,TeloHAEC_Ctrl,astrocyte-ENCODE,GM12878-ENCODE,CD14-positive_monocytes-Roadmap,Panc1-ENCODE,CD14-positive_monocyte-Roadmap,CD4-positive_helper_T_cell-ENCODE,GM12878-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,CD34-positive_mobilized-Roadmap,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,Eahy926_Ctrl,CD14-positive_monocyte-ENCODE,CD14-positive_monocyte-Roadmap,HeLa-S3-Roadmap,CD14-positive_monocytes-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,CD14-positive_monocyte-Roadmap,CD34-positive_mobilized-Roadmap,CD4-positive_helper_T_cell-ENCODE,CD14-positive_monocyte-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,GM12878-ENCODE,CD14-positive_monocytes-Roadmap,Eahy926_Ctrl,CD14-positive_monocyte-Roadmap,CD14-positive_monocyte-ENCODE,CD14-positive_monocytes-Roadmap,CD14-positive_monocytes-Roadmap,CD14-positive_monocyte-ENCODE,CD14-positive_monocytes-Roadmap,CD14-positive_monocyte-ENCODE	BACH1,BACH1-IT2,CCT8,KRTAP13-1,KRTAP27-1,LTN1,MAP3K7CL,N6AMT1,RWDD2B,USP16	BACH1	chr21	30519457	30596186	35	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2832227	30519457	rs12627426	MAP3K7CL	NA	NA	LINC00189
CAD_Harst2017-rs2832227	rs2832230	adrenal_gland-ENCODE,adrenal_gland-ENCODE,eahy926,A673-ENCODE,eahy926,A673-ENCODE	BACH1,BACH1-IT2	BACH1	chr21	30519457	30596186	35	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2832227	30519457	rs12627426	MAP3K7CL	NA	NA	LINC00189
CAD_Harst2017-rs2832227	rs73193808	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,fibroblast_of_arm-ENCODE,THP_pmaLPS_ATAC_0h,astrocyte-Roadmap,Eahy926_VEGF,eahy926,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,THP_pmaLPS_ATAC_72h,MCF10A-Ji2017,HeLa-S3-Roadmap,keratinocyte-Roadmap,Eahy926_IL1b,CD14-positive_monocyte-ENCODE,CD14-positive_monocytes-Roadmap,CD14-positive_monocyte-Roadmap,THP_pmaLPS_ATAC_24h,THP_pmaLPS_ATAC_2h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,THP_pmaLPS_ATAC_48h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,THP_pmaLPS_ATAC_1h,Eahy926_Ctrl,Eahy926_TNF,CD14-positive_monocyte-Novakovic2016,coronary_artery-ENCODE,THP_pmaLPS_ATAC_12h,keratinocyte-ENCODE,THP_pmaLPS_ATAC_120h,CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016,skeletal_muscle_myoblast-Roadmap,HeLa-S3-ENCODE,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,MDA-MB-231,THP-1_macrophage-VanBortle2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016,Eahy926_IL1b,eahy926,CD14-positive_monocyte-ENCODE,fibroblast_of_arm-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,astrocyte-Roadmap,HeLa-S3-ENCODE,THP_pmaLPS_ATAC_1h,Eahy926_TNF,MDA-MB-231,HeLa-S3-Roadmap,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016,CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,THP_pmaLPS_ATAC_120h,MCF10A-Ji2017,coronary_artery_smooth_muscle_cell-Miller2016,astrocyte-ENCODE,THP_pmaLPS_ATAC_72h,Eahy926_Ctrl,THP_pmaLPS_ATAC_0h,keratinocyte-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016,CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016,CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016,skeletal_muscle_myoblast-Roadmap,HCT116-AID_ENCODE_DHS_Auxin6hr,HCT116-AID_ENCODE_DHS_untreated,fibroblast_of_lung-Roadmap,THP_pmaLPS_ATAC_96h,Eahy926_VEGF,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,CD14-positive_monocytes-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016,THP_pmaLPS_ATAC_24h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,CD14-positive_monocyte-Roadmap,fibroblast_of_dermis-Roadmap,IMR90-Roadmap,keratinocyte-Roadmap,Adipocyte-Claussnitzer_d0,CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016,THP-1_macrophage-VanBortle2017,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,CD14-positive_monocyte-Novakovic2016,THP_pmaLPS_ATAC_12h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016,THP_pmaLPS_ATAC_48h,THP_pmaLPS_ATAC_2h,THP_pmaLPS_ATAC_48h,eahy926,THP_pmaLPS_ATAC_1h,THP_pmaLPS_ATAC_12h,Eahy926_IL1b,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,THP_pmaLPS_ATAC_0h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,CD14-positive_monocyte-Roadmap,CD14-positive_monocytes-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,MDA-MB-231,CD14-positive_monocyte-ENCODE,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,THP_pmaLPS_ATAC_2h,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,CD14-positive_monocyte-Roadmap,THP_pmaLPS_ATAC_1h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,THP_pmaLPS_ATAC_1h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,eahy926,Eahy926_IL1b,CD14-positive_monocyte-ENCODE,THP_pmaLPS_ATAC_48h,THP_pmaLPS_ATAC_1h,THP_pmaLPS_ATAC_0h,MDA-MB-231,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,CD14-positive_monocytes-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,THP_pmaLPS_ATAC_12h,CD14-positive_monocyte-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,THP_pmaLPS_ATAC_2h,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,THP_pmaLPS_ATAC_1h,THP_pmaLPS_ATAC_0h,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	BACH1,BACH1-IT2,CCT8,KRTAP13-1,KRTAP27-1,LTN1,MAP3K7CL,N6AMT1,RWDD2B,USP16	BACH1-IT2	chr21	30519457	30596186	35	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2832227	30519457	rs12627426	MAP3K7CL	NA	NA	LINC00189
CAD_Harst2017-rs2832227	rs67211015	HT29	BACH1	BACH1	chr21	30519457	30596186	35	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2832227	30519457	rs12627426	MAP3K7CL	NA	NA	LINC00189
CAD_Harst2017-rs2832227	rs73354869	HT29	BACH1	BACH1	chr21	30519457	30596186	35	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs2832227	30519457	rs12627426	MAP3K7CL	NA	NA	LINC00189
CAD_Harst2017-rs28451064	rs28451064	white_adipose-Loft2014,white_adipose-Loft2014	MRPS6,SLC5A3	MRPS6	chr21	35593827	35593827	1	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs28451064	35593827	rs28451064	LINC00310	NA	NA	NA
CAD_Harst2017-rs2891168	rs2891168	small_intestine_fetal-Roadmap	CDKN2B	CDKN2B	chr9	22088090	22125347	25	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2891168	22088090	rs10738606	CDKN2B-AS1	NA	NA	NA
CAD_Harst2017-rs2891168	rs1333042	myotube-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,IMR90-Roadmap,astrocyte-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,foreskin_fibroblast-Roadmap,PC-9-ENCODE,fibroblast_of_lung-Roadmap,astrocyte-Roadmap,fibroblast_of_lung_fetal-ENCODE,skeletal_muscle_myoblast-Roadmap,fibroblast_of_arm-ENCODE,keratinocyte-Roadmap,stomach-Roadmap,HeLa-S3-ENCODE,IMR90-ENCODE,LNCAP,fibroblast_of_dermis-Roadmap,stomach-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,LNCAP,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,stomach-Roadmap,PC-9-ENCODE,HeLa-S3-Roadmap,small_intestine_fetal-Roadmap,stomach-ENCODE,HeLa-S3-ENCODE,large_intestine_fetal-Roadmap,mammary_epithelial_cell-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,MCF-7-ENCODE,fibroblast_of_lung-Roadmap,fibroblast_of_arm-ENCODE,fibroblast_of_dermis-Roadmap,foreskin_fibroblast-Roadmap,mammary_epithelial_cell-Roadmap,skeletal_muscle_myoblast-Roadmap,IMR90-ENCODE,IMR90-Roadmap,myotube-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,fibroblast_of_lung_fetal-ENCODE,astrocyte-ENCODE,astrocyte-Roadmap,keratinocyte-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,mammary_epithelial_cell-Roadmap,fibroblast_of_lung-Roadmap,foreskin_fibroblast-Roadmap,fibroblast_of_arm-ENCODE,keratinocyte-Roadmap,HeLa-S3-ENCODE,skeletal_muscle_myoblast-Roadmap,fibroblast_of_dermis-Roadmap,mammary_epithelial_cell-ENCODE,PC-9-ENCODE,fibroblast_of_lung_fetal-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,IMR90-ENCODE,MCF-7-ENCODE,IMR90-Roadmap,HeLa-S3-Roadmap,astrocyte-Roadmap,astrocyte-ENCODE,myotube-ENCODE,IMR90-Roadmap,myotube-ENCODE,keratinocyte-Roadmap,skeletal_muscle_myoblast-Roadmap,IMR90-ENCODE,fibroblast_of_dermis-Roadmap,astrocyte-ENCODE,astrocyte-Roadmap,fibroblast_of_lung-Roadmap,fibroblast_of_lung_fetal-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,astrocyte-Roadmap,keratinocyte-Roadmap,fibroblast_of_lung-Roadmap,small_intestine_fetal-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,astrocyte-ENCODE,fibroblast_of_lung_fetal-ENCODE,IMR90-Roadmap,PC-9-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,LNCAP,fibroblast_of_dermis-Roadmap,LNCAP,skeletal_muscle_myoblast-Roadmap,PC-9-ENCODE,MCF-7-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,keratinocyte-Roadmap,myotube-ENCODE,astrocyte-ENCODE,fibroblast_of_lung_fetal-ENCODE,astrocyte-Roadmap,fibroblast_of_lung-Roadmap,LNCAP,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,small_intestine_fetal-Roadmap,MCF-7-ENCODE,astrocyte-Roadmap,fibroblast_of_lung-Roadmap,myotube-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,astrocyte-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,MCF-7-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,myotube-ENCODE,mammary_epithelial_cell-Roadmap,IMR90-ENCODE,fibroblast_of_lung_fetal-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,IMR90-Roadmap,HeLa-S3-ENCODE,PC-9-ENCODE,astrocyte-Roadmap,small_intestine_fetal-Roadmap,LNCAP,astrocyte-ENCODE,keratinocyte-Roadmap,foreskin_fibroblast-Roadmap,skeletal_muscle_myoblast-Roadmap,fibroblast_of_dermis-Roadmap,fibroblast_of_lung-Roadmap	CDKN2A,CDKN2B,DMRTA1,ELAVL2,FOCAD,HACD4,IFNA2,IFNE,IFNW1,KLHL9,MLLT3,MTAP	CDKN2B	chr9	22088090	22125347	25	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs2891168	22088090	rs10738606	CDKN2B-AS1	NA	NA	NA
