chr	region_start	region_end	Trait	Source	CredibleSet	LeadVariant	LeadVariantPos	gene	pro_start	pro_end	TSS_position	SNP_to_TSS_distance	abs_SNP_to_TSS	rank_SNP_to_TSS	IsThisGeneUbiquitouslyExpressed	LipidLevelsAssociated	BloodPressureAssociated	IntersectsWithECPeak	OnlyIntersectsWithECPeak	CellTypeOftheClosestECPeak	EC_PeakCenter	DistanceToNearestECPeakWithVariant	absDistanceToNearestECPeakWithVariant	RankOfDistanceToECPeakWithVariant	MaxABC	MaxABC.Rank	CellTypesWithEPInteractions	MaxABC.EC.only	MaxABC.Rank.ECOnly	ECCellTypesWithEPInteractions
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	PEX14	10534752	10535252	10535002	-263550	263550	3	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.017634	3	stomach-ENCODE	NA	NA	NA
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	CASZ1	10856483	10856983	10856733	58181	58181	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.02588	1	body_of_pancreas-ENCODE|large_intestine_fetal-Roadmap|pancreas-Roadmap|small_intestine_fetal-Roadmap|stomach-ENCODE	NA	NA	NA
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	C1orf127	11041844	11042344	11042094	243542	243542	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	TARDBP	11072428	11072928	11072678	274126	274126	5	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.01732	4	stomach-ENCODE	NA	NA	NA
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	MASP2	11107046	11107546	11107296	308744	308744	8	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	SRM	11119841	11120341	11120091	321539	321539	9	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	EXOSC10	11159717	11160217	11159967	361415	361415	11	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	8798552	12798552	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs682178	rs682178	10798552	ANGPTL7	11249095	11249595	11249345	450793	450793	12	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	DISP3	11539044	11539544	11539294	-334218	334218	17	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	357471	357471	18	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	FBXO2	11714638	11715138	11714888	-158624	158624	13	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	181877	181877	15	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	FBXO44	11714663	11715163	11714913	-158599	158599	12	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	181852	181852	14	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	FBXO6	11723899	11724399	11724149	-149363	149363	11	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	172616	172616	12	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	MAD2L2	11741021	11741521	11741271	-132241	132241	10	TRUE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	155494	155494	11	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	DRAXIN	11751530	11752030	11751780	-121732	121732	9	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	144985	144985	10	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	AGTRAP	11795891	11796391	11796141	-77371	77371	6	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	100624	100624	8	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	C1orf167	11821999	11822499	11822249	-51263	51263	5	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	74516	74516	5	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	CLCN6	11865902	11866402	11866152	-7360	7360	2	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	30613	30613	4	0.015519	2	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.015519	2	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	MTHFR	11865910	11866410	11866160	-7352	7352	1	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11896765	30605	30605	3	0.015519	2	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.015519	2	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	NPPA	11907590	11908090	11907840	34328	34328	3	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-1905	1905	1	0.040813	1	B_cell-ENCODE|bipolar_neuron_from_iPSC-ENCODE|CD19-positive_B_cell-Roadmap|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|erythroblast-Corces2016|H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap|Jurkat-Engreitz|OCI-LY7-ENCODE|SK-N-SH-ENCODE	0.040813	1	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	NPPB	11918742	11919242	11918992	45480	45480	4	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-13057	13057	2	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	KIAA2013	11986235	11986735	11986485	112973	112973	7	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-80550	80550	6	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	PLOD1	11994473	11994973	11994723	121211	121211	8	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-88788	88788	7	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	MFN2	12039987	12040487	12040237	166725	166725	14	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-134302	134302	9	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	MIIP	12079048	12079548	12079298	205786	205786	15	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-173363	173363	13	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	TNFRSF8	12123183	12123683	12123433	249921	249921	16	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-217498	217498	16	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	TNFRSF1B	12226809	12227309	12227059	353547	353547	18	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-321124	321124	17	NA	NA	NA	NA	NA	NA
chr1	9873512	13873512	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs142005893	rs142005893	11873512	VPS13D	12289845	12290345	12290095	416583	416583	19	FALSE	FALSE	FALSE	TRUE	NA	teloHAEC	11905935	-384160	384160	19	NA	NA	NA	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	DISP3	11539044	11539544	11539294	-356501	356501	18	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	326513.5	326513.5	17	NA	NA	NA	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	FBXO2	11714638	11715138	11714888	-180907	180907	14	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	150919.5	150919.5	13	NA	NA	NA	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	FBXO44	11714663	11715163	11714913	-180882	180882	13	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	150894.5	150894.5	12	NA	NA	NA	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	FBXO6	11723899	11724399	11724149	-171646	171646	12	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	141658.5	141658.5	11	NA	NA	NA	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	MAD2L2	11741021	11741521	11741271	-154524	154524	11	TRUE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	124536.5	124536.5	10	NA	NA	NA	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	DRAXIN	11751530	11752030	11751780	-144015	144015	9	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	114027.5	114027.5	9	NA	NA	NA	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	AGTRAP	11795891	11796391	11796141	-99654	99654	8	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	69666.5	69666.5	6	0.015481	4	hepatocyte-ENCODE	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	C1orf167	11821999	11822499	11822249	-73546	73546	5	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	11865807.5	43558.5	43558.5	5	0.107507	3	pancreatic-acinar-cell-AMP	NA	NA	NA
chr1	9895795	13895795	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs55857306	rs55857306	11895795	CLCN6	11865902	11866402	11866152	-29643	29643	4	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_Ctrl	11866164	12	12	2	0.430128	2	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap|A673-ENCODE|Adipocyte-Claussnitzer_d0|adrenal_gland_fetal-ENCODE|adrenal_gland_fetal-Roadmap|B_cell-ENCODE|bipolar_neuron_from_iPSC-ENCODE|body_of_pancreas-ENCODE|brite_adipose-Loft2014|cardiac_muscle_cell-ENCODE|CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016|CD14-positive_monocyte-ENCODE|CD14-positive_monocyte-Roadmap|CD14-positive_monocytes-Roadmap|CD19-positive_B_cell-Roadmap|CD3-positive_T_cell-Roadmap|CD34-positive_mobilized-Roadmap|CD56-positive_natural_killer_cells-Roadmap|CD8-positive_alpha-beta_T_cell-ENCODE|Eahy926_Ctrl|Eahy926_IL1b|Eahy926_TNF|Eahy926_VEGF|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein-Roadmap|epithelial_cell_of_prostate-ENCODE|fibroblast_of_arm-ENCODE|fibroblast_of_dermis-ENCODE|fibroblast_of_dermis-Roadmap|fibroblast_of_lung-Roadmap|foreskin_fibroblast-Roadmap|gastrocnemius_medialis-ENCODE|GM12878-Roadmap|H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap|H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap|H1_Derived_Mesenchymal_Stem_Cells-Roadmap|H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap|H1-hESC-ENCODE|H1-hESC-Roadmap|H9-ENCODE|H9-Roadmap|HAP1|HCT116-AID_ENCODE_DHS_Auxin6hr|HCT116-AID_ENCODE_DHS_untreated|HCT116-ENCODE|HeLa-S3-ENCODE|HeLa-S3-Roadmap|hepatocyte-ENCODE|HepG2-Roadmap|HT29|IMR90-ENCODE|IMR90-Roadmap|induced_pluripotent_stem_cell-ENCODE|iPS_DF_19.11_Cell_Line-Roadmap|iPS_DF_19.11-ENCODE|K562-Roadmap|Karpas-422-ENCODE|keratinocyte-ENCODE|keratinocyte-Roadmap|large_intestine_fetal-ENCODE|large_intestine_fetal-Roadmap|LNCAP|LoVo|mammary_epithelial_cell-ENCODE|mammary_epithelial_cell-Roadmap|MCF-7-ENCODE|MCF10A_treated_with_TAM24hr-Ji2017|MCF10A-Ji2017|MDA-MB-231|MM.1S-ENCODE|muscle_of_leg_fetal-ENCODE|muscle_of_leg_fetal-Roadmap|muscle_of_trunk_fetal-ENCODE|muscle_of_trunk_fetal-Roadmap|myotube_originated_from_skeletal_muscle_myoblast-Roadmap|myotube-ENCODE|OCI-LY7-ENCODE|ovary-Roadmap|Panc1-ENCODE|pancreas-Roadmap|pancreatic-acinar-cell-AMP|pancreatic-ductal-cell-AMP|PC-9-ENCODE|placenta-ENCODE|placenta-Roadmap|psoas_muscle-Roadmap|skeletal_muscle_myoblast-Roadmap|small_intestine_fetal-ENCODE|small_intestine_fetal-Roadmap|spinal_cord_fetal-ENCODE|stomach_fetal-ENCODE|stomach_fetal-Roadmap|stomach-Roadmap|T-cell-ENCODE|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_TNF|TeloHAEC_VEGF|thymus_fetal-ENCODE|thymus_fetal-Roadmap|thyroid_gland-ENCODE|trophoblast_cell-ENCODE|uterus-ENCODE|white_adipose-Loft2014	0.309436	1	Eahy926_Ctrl|Eahy926_IL1b|Eahy926_TNF|Eahy926_VEGF|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein-Roadmap|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_TNF|TeloHAEC_VEGF
